date,meal,food_id,qty,note,source
2024-08-16,pranzo,carne_macinata_manzo,150,torre di carne macinata scura su pure' con un ciuffo di insalata; letto come haggis e servito con macinato di manzo come sostituto,foto
2024-08-16,pranzo,patate,200,,foto
2024-08-16,pranzo,insalata_mista,30,,foto
2024-08-16,spuntino,croissant_vuoto,1,ciambella zuccherata con un cappuccino in aeroporto,foto
2024-08-16,spuntino,cappuccino,1,,foto
2024-08-17,colazione,avena_fiocchi,60,ciotola con banana a fette sopra una crema chiara,foto
2024-08-17,colazione,banana,1,,foto
2024-08-17,pranzo,carne_macinata_manzo,150,ciotola di spezzatino di manzo in salsa scura con un bicchiere di birra,foto
2024-08-17,pranzo,birra,330,,foto
2024-08-17,cena,insalata_mista,100,"insalata con fette di roast beef, formaggio arancione grattugiato, carota, cetriolo e pomodoro",foto
2024-08-17,cena,bistecca_manzo,100,,foto
2024-08-17,cena,formaggio_semistagionato,40,,foto
2024-08-17,cena,carote,50,,foto
2024-08-17,cena,cetriolo,50,,foto
2024-08-17,cena,pomodorini,60,,foto
2024-08-17,spuntino,scone,60,scone con un cappuccino al bancone,foto
2024-08-17,spuntino,cappuccino,1,,foto
2024-08-18,pranzo,ceci_scatola,250,ciotola di curry di ceci arancione con pane piatto tondo,foto
2024-08-18,pranzo,naan,100,,foto
2024-08-18,pranzo,curry_polvere,5,,foto
2024-08-19,colazione,pane_integrale,70,"piatto con toast, pure', fagioli stufati in salsa di pomodoro e gallette tonde d'avena; le gallette non sono registrate",foto
2024-08-19,colazione,patate,150,,foto
2024-08-19,colazione,fagioli_stufati,200,,foto
2024-08-19,pranzo,panino_farcito,1,hamburger con una montagna di patatine di patata dolce e una ciotolina di cavolo rosso,foto
2024-08-19,pranzo,patate_dolci,200,,foto
2024-08-19,pranzo,cavolo_rosso,60,,foto
2024-08-19,spuntino,scone,60,scone tagliato con panna e un cappuccino,foto
2024-08-19,spuntino,panna_montata,30,,foto
2024-08-19,spuntino,cappuccino,1,,foto
2024-08-20,spuntino,torta_cioccolato,100,quadrotto di torta scura al cioccolato con un cappuccino,foto
2024-08-20,spuntino,cappuccino,1,,foto
2024-08-21,pranzo,sformato_verdure,250,torta salata gialla tonda con pezzi verdi dentro e un bicchiere di birra,foto
2024-08-21,pranzo,birra,330,,foto
2024-08-21,cena,noodles_saltati,300,piatto di noodles saltati con verdure,foto
2024-08-21,spuntino,torta_cioccolato,100,fetta di torta scura con un cappuccino affacciato sul mare,foto
2024-08-21,spuntino,cappuccino,1,,foto
2024-08-22,pranzo,noodles_saltati,300,ciotola di noodles saltati,foto
2024-08-23,pranzo,patate_dolci,250,ciotola di stufato con pezzi arancioni in salsa di pomodoro e una birra; i legumi nel piatto non sono identificabili,foto
2024-08-23,pranzo,passata_pomodoro,100,,foto
2024-08-23,pranzo,birra,330,,foto
2024-08-23,cena,pizza_margherita,1,pizza tonda nel cartone con rucola e ciuffi di formaggio bianco,foto
2024-08-23,cena,rucola,30,,foto
2024-08-24,pranzo,panino_farcito,1,hamburger nella stagnola con salsa rosa colante,foto
2024-08-24,spuntino,cinnamon_roll,1,girella lievitata alla cannella con un cappuccino,foto
2024-08-24,spuntino,cappuccino,1,,foto
2024-08-25,colazione,bacon,40,"colazione all'inglese: bacon, uovo fritto, due dischi scuri di black pudding, fagioli stufati, due salsicce, un tortino di patate e pomodoro, piu' cappuccino; il black pudding non e' registrato",foto
2024-08-25,colazione,uovo_intero,1,,foto
2024-08-25,colazione,salsiccia,80,,foto
2024-08-25,colazione,fagioli_stufati,150,,foto
2024-08-25,colazione,patate,80,,foto
2024-08-25,colazione,pomodorini,40,,foto
2024-08-25,colazione,cappuccino,1,,foto
2024-08-26,pranzo,riso_bianco,120,piatto di riso con insalata da vaschette d'asporto; la salsa gialla accanto non e' identificabile e non e' registrata,foto
2024-08-26,pranzo,insalata_mista,50,,foto
2024-08-27,cena,pizza_margherita,1,pizza bianca con macinato di carne e pezzi di patata,foto
2024-08-27,cena,carne_macinata_manzo,80,,foto
2024-08-27,cena,patate,60,,foto
2024-08-30,cena,recipe:pizza_burrata_crudo,1,pizzeria con il gruppo: pizza con prosciutto crudo e burrata e una birra,foto
2024-08-30,cena,birra,330,,foto
2024-08-31,cena,bistecca_manzo,150,tagliata di manzo a fette con patate al forno su tagliere in una cena di famiglia; porzione singola assunta da un tagliere condiviso,foto
2024-08-31,cena,patate,150,,foto
2024-09-02,pranzo,panino_farcito,1,hamburger al bancone di un bar con una birra,foto
2024-09-02,pranzo,birra,330,,foto
2024-09-02,cena,zucca,300,vellutata arancione con crostini e ciuffi bianchi cremosi,foto
2024-09-02,cena,pane_integrale,40,,foto
2024-09-02,cena,ricotta_vaccina,40,,foto
2024-09-02,cena,couscous,100,piatto di cereale in granelli con melanzane a cubetti,foto
2024-09-02,cena,melanzane,100,,foto
2024-09-05,pranzo,riso_bianco,120,piatti di riso giallo con verdure in una tavolata di famiglia; porzione standard assunta,foto
2024-09-05,pranzo,piselli_verdi,60,,foto
2024-09-07,pranzo,couscous,100,"insalata di cereale in granelli con peperoni, zucchine e ceci",foto
2024-09-07,pranzo,ceci_scatola,150,,foto
2024-09-07,pranzo,peperoni,60,,foto
2024-09-07,pranzo,zucchine,60,,foto
2024-09-08,spuntino,cornetto_crema,1,cannolo siciliano con ricotta e una ciliegia candita; usato l'alimento del pasticcino con crema,foto
2024-09-09,pranzo,pasta_uovo,100,"pranzo al ristorante: tagliatelle gialle con lamelle di tartufo, casoncelli con pancetta e formaggio grattugiato, una vellutata di piselli con crostini; il tartufo non e' registrato",foto
2024-09-09,pranzo,ravioli_ricotta,200,,foto
2024-09-09,pranzo,bacon,30,,foto
2024-09-09,pranzo,grana_padano,15,,foto
2024-09-09,pranzo,piselli_verdi,100,,foto
2024-09-12,pranzo,couscous,100,piatto di cereale in granelli con patate arrosto,foto
2024-09-12,pranzo,patate,200,,foto
2024-09-12,cena,lenticchie_secche,90,lenticchie in umido con spicchi di patata dolce arrosto; peso a crudo assunto,foto
2024-09-12,cena,patate_dolci,250,,foto
2024-09-13,cena,pasta_semola,120,penne al pomodoro con dadini di pancetta rosolati in padella,foto
2024-09-13,cena,passata_pomodoro,120,,foto
2024-09-13,cena,bacon,60,,foto
2024-09-13,cena,grana_padano,15,,foto
2024-09-14,pranzo,ceci_scatola,250,"piatto di ceci con peperoni, zucchine, carote e foglie verdi",foto
2024-09-14,pranzo,peperoni,80,,foto
2024-09-14,pranzo,zucchine,80,,foto
2024-09-14,pranzo,carote,60,,foto
2024-09-14,pranzo,spinaci,60,,foto
2024-09-14,spuntino,torta_semplice,100,tortino sbriciolato con un cappuccino,foto
2024-09-14,spuntino,cappuccino,1,,foto
2024-09-15,pranzo,carote,150,"piatto di carote e patate arrosto a pezzi grossi, legumi e cavolo rosso marinato",foto
2024-09-15,pranzo,patate,150,,foto
2024-09-15,pranzo,ceci_scatola,150,,foto
2024-09-15,pranzo,cavolo_rosso,80,,foto
2024-09-16,cena,pasta_integrale,100,"pasta con verdure in crema: broccoli, carote e patate",foto
2024-09-16,cena,broccoli,100,,foto
2024-09-16,cena,carote,80,,foto
2024-09-16,cena,patate,80,,foto
2024-09-18,pranzo,carne_macinata_manzo,100,carne cruda tritata servita su pane al ristorante,foto
2024-09-18,pranzo,pane_bianco,50,,foto
2024-09-18,spuntino,spirulina,5,barattolo con una bevanda verde scuro accanto alle mele,foto
2024-09-18,cena,couscous,100,piatto di cereale in granelli con cavolo rosso e ceci,foto
2024-09-18,cena,cavolo_rosso,80,,foto
2024-09-18,cena,ceci_scatola,150,,foto
2024-09-18,cena,caffe_espresso,1,,foto
2024-09-23,pranzo,recipe:tagliatelle_ragu,1,tagliatelle al ragu' in trattoria,foto
2024-09-23,cena,patate,200,piatto con patate e carote a pezzi e un macinato scuro,foto
2024-09-23,cena,carote,100,,foto
2024-09-23,cena,lenticchie_secche,80,,foto
2024-09-23,spuntino,pane_segale,100,fette di pane scuro con una crema verde spalmata sopra e fettine di bresaola con pomodorini,foto
2024-09-23,spuntino,avocado,60,,foto
2024-09-23,spuntino,bresaola,60,,foto
2024-09-23,spuntino,pomodorini,60,,foto
2024-09-24,cena,riso_bianco,100,cena di gruppo al ristorante: ciotole di stufato con riso bianco e uovo sodo; il contenuto degli stufati non e' identificabile e non e' registrato,foto
2024-09-24,cena,uovo_intero,1,,foto
2024-09-24,spuntino,kebab_wrap,1,kebab arrotolato nella carta con una lattina di cola in aeroporto,foto
2024-09-25,pranzo,riso_bianco,100,"poke bowl con salmone a cubetti, avocado, chicchi di melagrana e insalata",foto
2024-09-25,pranzo,salmone,100,,foto
2024-09-25,pranzo,avocado,60,,foto
2024-09-25,pranzo,melagrana,40,,foto
2024-09-27,pranzo,lenticchie_secche,90,piatto di lenticchie in umido con mezza patata dolce arrosto; peso a crudo assunto,foto
2024-09-27,pranzo,patate_dolci,150,,foto
2024-09-27,cena,ceci_scatola,250,stufato di ceci con pezzi di patata dolce,foto
2024-09-27,cena,patate_dolci,150,,foto
2024-09-28,colazione,spirulina,5,tazza con una bevanda verde scuro e cubetti di ghiaccio,foto
2024-09-28,colazione,pane_integrale,80,pagnotta scura a lievitazione naturale fatta in casa,foto
2024-09-28,cena,pizza_base,1,"pizza rossa con foglie verdi scure, fettine di bresaola e cipolla rossa, senza mozzarella",foto
2024-09-28,cena,bresaola,60,,foto
2024-09-28,cena,cavolo_nero,40,,foto
2024-09-28,cena,cipolla,30,,foto
2024-09-28,spuntino,crostata_frutta,100,fetta di crostata,foto
2024-09-29,pranzo,petto_pollo,120,cotoletta impanata dorata con fagioli in salsa di pomodoro; la carne e' letta come pollo ma la panatura non lascia vedere,foto
2024-09-29,pranzo,fagioli_cannellini,150,,foto
2024-09-29,pranzo,passata_pomodoro,80,,foto
2024-09-29,cena,ceci_scatola,200,piatto di ceci con pezzi di patata dolce,foto
2024-09-29,cena,patate_dolci,150,,foto
2024-09-29,spuntino,pizza_base,0.5,tranci di pizza al taglio da cartoni condivisi; mezza pizza assunta,foto
2024-09-30,pranzo,recipe:piadina_crudo_rucola,1,piadina aperta con prosciutto crudo e rucola sul tavolo di lavoro,foto
2024-10-01,cena,pane_segale,100,fette di pane scuro con uno stufato di funghi e melanzane,foto
2024-10-01,cena,funghi,120,,foto
2024-10-01,cena,melanzane,100,,foto
2024-10-02,pranzo,pizza_base,0.5,pizze in cartoni condivisi in ufficio; mezza pizza assunta,foto
2024-10-03,pranzo,pasta_semola,100,piatto di pasta con una crema verde,foto
2024-10-03,pranzo,piselli_verdi,80,,foto
2024-10-08,pranzo,zucca,350,pentola di zuppa arancione densa,foto
2024-10-08,cena,lenticchie_secche,90,legumi in umido con spicchi di patata dolce arrosto; peso a crudo assunto,foto
2024-10-08,cena,patate_dolci,250,,foto
2024-10-10,colazione,torta_semplice,120,torta scura densa fatta in casa tagliata a fette,foto
2024-10-10,cena,recipe:pizza_semplice,1,"pizza rossa con fettine scure, rucola e formaggio grattugiato, con qualche pezzo di verdura arrostita",foto
2024-10-10,cena,funghi,40,,foto
2024-10-11,colazione,cacao_100,15,ciotola di crema scura mescolata col cucchiaio; porzioni standard assunte,foto
2024-10-11,colazione,proteine_whey,30,,foto
2024-10-11,colazione,latte_ps,200,,foto
2024-10-13,pranzo,salmone,150,pranzo di festa al ristorante: trancio di salmone in crosta verde di granella con salsa di barbabietola e un piatto di pasta verde; la granella di pistacchi non e' registrata,foto
2024-10-13,pranzo,pasta_semola,100,,foto
2024-10-14,cena,recipe:polenta_brasato,1,cena sociale con polenta e stracotto; il dolce enorme di sfoglia era condiviso e non e' registrato,foto
2024-10-14,spuntino,strudel_mele,150,grande fetta di strudel di mele con zucchero a velo,foto
2024-10-15,spuntino,crostata_frutta,120,fetta assunta da una crostata di frutta di compleanno tagliata in famiglia,foto
2024-10-16,pranzo,pasta_semola,100,pasta con verdure in crema,foto
2024-10-16,pranzo,funghi,60,,foto
2024-10-16,pranzo,carote,50,,foto
2024-10-16,pranzo,zucchine,50,,foto
2024-10-16,cena,recipe:polenta_brasato,1,polenta gialla con spezzatino scuro e funghi,foto
2024-10-16,cena,funghi,60,,foto
2024-10-16,cena,piselli_verdi,100,contorno di piselli con mais e olive,foto
2024-10-16,cena,mais_dolce,80,,foto
2024-10-16,cena,olive,20,,foto
2024-10-16,spuntino,cacao_100,15,vasetto di crema scura montata; porzioni standard assunte,foto
2024-10-16,spuntino,proteine_whey,30,,foto
2024-10-16,spuntino,latte_ps,150,,foto
2024-10-17,colazione,cereali_colazione,60,ciotola di muesli con frutta secca,foto
2024-10-17,colazione,noci,20,,foto
2024-10-18,pranzo,polpette_legumi,200,bocconcini dorati con una massa gialla sbriciolata e glassa di aceto balsamico,foto
2024-10-18,pranzo,polenta_cotta,200,,foto
2024-10-19,colazione,cereali_colazione,60,"ciotola con granella, mirtilli, lamponi e chicchi di melagrana",foto
2024-10-19,colazione,mirtilli,60,,foto
2024-10-19,colazione,frutti_di_bosco,50,,foto
2024-10-19,colazione,melagrana,40,,foto
2024-10-19,pranzo,panino_farcito,1,hamburger nel panino lucido con salsa verde e pomodoro al ristorante,foto
2024-10-19,cena,pane_segale,100,fette di pane scuro con un ragu' rosso di legumi e peperoni,foto
2024-10-19,cena,lenticchie_secche,80,,foto
2024-10-19,cena,peperoni,60,,foto
2024-10-22,pranzo,panino_farcito,1,hamburger in un panino integrale con semi,foto
2024-10-22,cena,riso_bianco,100,riso pilaf con carne sfilacciata e ravioli con panna acida e pezzetti rossi al ristorante,foto
2024-10-22,cena,carne_macinata_manzo,100,,foto
2024-10-22,cena,ravioli_ricotta,200,,foto
2024-10-22,cena,panna_montata,20,,foto
2024-10-23,colazione,torta_semplice,100,fetta di torta con un bicchiere di succo d'arancia al bar,foto
2024-10-23,colazione,succo_frutta,200,,foto
2024-10-23,pranzo,panino_farcito,1,hamburger in un panino rosa con patate arrosto a spicchi,foto
2024-10-23,pranzo,patate,200,,foto
2024-10-24,pranzo,ceci_scatola,250,curry di ceci con pane piatto tondo e una scodella di zuppa gialla di lenticchie,foto
2024-10-24,pranzo,chapati,80,,foto
2024-10-24,pranzo,dal_cotto,250,,foto
2024-10-25,cena,dal_cotto,300,zuppa densa di lenticchie con spicchi di patata dolce,foto
2024-10-25,cena,patate_dolci,150,,foto
2024-10-26,colazione,pane_integrale,100,pane farcito con noci tagliato a fette,foto
2024-10-26,colazione,noci,20,,foto
2024-10-26,pranzo,riso_carnaroli,100,ciotola di crema bianca di riso mescolata in pentola,foto
2024-10-26,cena,burrito,1,involtino di piadina farcito con salsa rossa a lato,foto
2024-10-26,cena,ceci_scatola,250,stufato di ceci con verdure a pezzi,foto
2024-10-26,cena,peperoni,60,,foto
2024-10-26,cena,cavolfiore,80,,foto
2024-10-26,spuntino,strudel_mele,120,fetta di strudel con un caffe',foto
2024-10-26,spuntino,caffe_espresso,1,,foto
2024-10-27,pranzo,recipe:tagliatelle_ragu,1,piatto di tagliatelle al ragu',foto
2024-10-28,colazione,cacao_100,15,vasetto di crema scura montata; porzioni standard assunte,foto
2024-10-28,colazione,proteine_whey,30,,foto
2024-10-28,colazione,latte_ps,150,,foto
2024-10-29,colazione,cacao_100,15,vasetto di crema scura montata; porzioni standard assunte,foto
2024-10-29,colazione,proteine_whey,30,,foto
2024-10-29,colazione,latte_ps,150,,foto
2024-10-30,pranzo,ceci_scatola,250,piatto di ceci in umido con mais,foto
2024-10-30,pranzo,mais_dolce,100,,foto
2024-11-01,pranzo,pizza_margherita,1,pizza con fettine rosa e rucola sopra,foto
2024-11-01,pranzo,prosciutto_crudo,50,,foto
2024-11-01,pranzo,rucola,30,,foto
2024-11-01,cena,mais_dolce,100,piatto di mais e legumi in umido con un ciuffo bianco cremoso,foto
2024-11-01,cena,ceci_scatola,200,,foto
2024-11-01,cena,ricotta_vaccina,60,,foto
2024-11-02,cena,pasta_semola,120,piatto di pasta lunga al pomodoro con foglie di basilico,foto
2024-11-02,cena,passata_pomodoro,120,,foto
2024-11-03,pranzo,piadina,120,fajitas al ristorante: tortillas con straccetti di carne e peperoni,foto
2024-11-03,pranzo,bistecca_manzo,150,,foto
2024-11-03,pranzo,peperoni,80,,foto
2024-11-03,cena,riso_bianco,120,ciotola di riso con fagioli neri e ananas a pezzi; l'ananas non e' registrato perche' manca in foods.csv,foto
2024-11-03,cena,fagioli_neri_scatola,200,,foto
2024-11-04,pranzo,riso_carnaroli,100,piatto di riso cremoso con erbe tritate,foto
2024-11-04,spuntino,crostata_frutta,100,"fetta di crostata, un mandarino e una tazza di crema scura",foto
2024-11-04,spuntino,mandarino,1,,foto
2024-11-04,spuntino,cacao_100,10,,foto
2024-11-05,colazione,gallette_riso,40,gallette tonde impilate con marmellata rossa sopra,foto
2024-11-05,colazione,marmellata_fragola,30,,foto
2024-11-06,cena,recipe:pizza_semplice,1,"pizza rossa con fettine rosa, rucola e formaggio grattugiato",foto
2024-11-06,spuntino,torta_semplice,120,fetta di torta di mele caramellata,foto
2024-11-07,pranzo,pizza_margherita,1,pizza con prosciutto cotto e foglie di basilico,foto
2024-11-07,pranzo,prosciutto_cotto,50,,foto
2024-11-07,cena,lenticchie_secche,90,lenticchie con fette tonde di patata dolce e un ciuffo bianco cremoso; peso a crudo assunto,foto
2024-11-07,cena,patate_dolci,200,,foto
2024-11-07,cena,ricotta_vaccina,50,,foto
2024-11-08,pranzo,pane_segale,120,fetta spessa di pane scuro con un ragu' rosso di legumi e mais sopra,foto
2024-11-08,pranzo,lenticchie_secche,80,,foto
2024-11-08,pranzo,mais_dolce,100,,foto
2024-11-08,cena,pizza_margherita,1,pizza con prosciutto cotto; l'altra pizza con pomodorini nella stessa serie non e' registrata perche' e' di un'altra persona,foto
2024-11-08,cena,prosciutto_cotto,60,,foto
2024-11-09,colazione,yogurt_greco_0,150,"ciotola di crema rosa con fragole, mirtilli e granella",foto
2024-11-09,colazione,fragole,80,,foto
2024-11-09,colazione,mirtilli,40,,foto
2024-11-09,colazione,cereali_colazione,40,,foto
2024-11-09,pranzo,panzerotto,1,calzone chiuso ripieno di carne,foto
2024-11-09,cena,lenticchie_secche,80,"piatto con legumi, patate arrosto e peperoni gialli con glassa di aceto",foto
2024-11-09,cena,patate,200,,foto
2024-11-09,cena,peperoni,100,,foto
2024-11-10,colazione,pane_segale,120,"pane scuro con uova strapazzate, avocado schiacciato e fettine di bresaola",foto
2024-11-10,colazione,uovo_intero,3,,foto
2024-11-10,colazione,avocado,80,,foto
2024-11-10,colazione,bresaola,50,,foto
2024-11-10,pranzo,recipe:tagliatelle_ragu,1,tagliatelle con ragu' di carne sfilacciata,foto
2024-11-10,cena,pizza_margherita,1,pizza margherita con strisce di formaggio,foto
2024-11-10,spuntino,babka_mandorle,100,fetta di dolce lievitato arrotolato con cioccolato,foto
2024-11-11,pranzo,pasta_uovo,100,pasta lunga con una crema bianca,foto
2024-11-11,pranzo,ricotta_vaccina,60,,foto
2024-11-11,cena,ceci_scatola,200,piatto di ceci e piselli in umido con spicchi di zucca arrosto,foto
2024-11-11,cena,piselli_verdi,100,,foto
2024-11-11,cena,zucca,200,,foto
2024-11-11,spuntino,torta_cioccolato,50,piattino con un pezzo di torta scura e un pezzo di torta gialla,foto
2024-11-11,spuntino,torta_semplice,50,,foto
2024-11-12,colazione,yogurt_bianco_intero,150,vasetto di yogurt con spicchi d'arancia,foto
2024-11-12,colazione,arancia,1,,foto
2024-11-12,pranzo,polenta_cotta,250,polenta gialla con uno stufato scuro di funghi,foto
2024-11-12,pranzo,funghi,150,,foto
2024-11-12,cena,ravioli_ricotta,200,ravioli con sugo di pomodoro e legumi,foto
2024-11-12,cena,passata_pomodoro,100,,foto
2024-11-12,cena,lenticchie_secche,80,piatto di lenticchie con una crema verde,foto
2024-11-13,colazione,cacao_100,15,ciotola di crema scura con fiocchi,foto
2024-11-13,colazione,avena_fiocchi,50,,foto
2024-11-13,colazione,latte_ps,150,,foto
2024-11-14,colazione,uovo_intero,3,uova strapazzate con fette di pane scuro e avocado a cubetti,foto
2024-11-14,colazione,pane_segale,100,,foto
2024-11-14,colazione,avocado,80,,foto
2024-11-14,pranzo,pane_segale,100,fette di pane scuro con crema bianca e prosciutto crudo,foto
2024-11-14,pranzo,ricotta_vaccina,60,,foto
2024-11-14,pranzo,prosciutto_crudo,50,,foto
2024-11-14,cena,patate_dolci,200,"piatto con patata dolce a fette, cubetti di pane scuro, mais e cubetti chiari di tofu",foto
2024-11-14,cena,pane_segale,60,,foto
2024-11-14,cena,mais_dolce,80,,foto
2024-11-14,cena,tofu,100,,foto
2024-11-14,spuntino,cappuccino,1,cappuccino con un pasticcino ripieno,foto
2024-11-14,spuntino,cornetto_crema,1,,foto
2024-11-15,colazione,spirulina,5,bicchiere con una bevanda verde scuro e ghiaccio,foto
2024-11-15,pranzo,mela,1,ciotoline con mela a pezzi e frutta secca accanto a una tazza di te',foto
2024-11-15,pranzo,noci,20,,foto
2024-11-15,cena,patate_dolci,200,"piatto con patata dolce, peperone rosso e una frittata gialla",foto
2024-11-15,cena,peperoni,80,,foto
2024-11-15,cena,uovo_intero,2,,foto
2024-11-15,cena,ceci_scatola,250,ciotola di zuppa di ceci con un filo d'olio e formaggio grattugiato,foto
2024-11-15,cena,olio_evo,10,,foto
2024-11-15,cena,grana_padano,15,,foto
2024-11-15,spuntino,cacao_100,15,tazza di crema scura al cioccolato; porzioni standard assunte,foto
2024-11-15,spuntino,proteine_whey,30,,foto
2024-11-16,colazione,pane_segale,80,fetta di pane scuro ai semi con foglie verdi,foto
2024-11-16,pranzo,riso_carnaroli,100,piatto di risotto,foto
2024-11-16,spuntino,torta_semplice,120,fetta di dolce a strati con crema bianca e marmellata,foto
2024-11-17,colazione,torta_semplice,150,pancake alto e soffice con zucchero a velo e un caffe' al bar,foto
2024-11-17,colazione,caffe_espresso,1,,foto
2024-11-17,pranzo,patate,200,"piatto con patate, melanzane e un ragu' di lenticchie con glassa di aceto",foto
2024-11-17,pranzo,melanzane,100,,foto
2024-11-17,pranzo,lenticchie_secche,80,,foto
2024-11-17,spuntino,torta_semplice,100,fetta di torta nella stagnola con un frappe',foto
2024-11-18,pranzo,pasta_semola,100,pasta con una crema bianca,foto
2024-11-18,pranzo,ricotta_vaccina,60,,foto
