date,name,type,moving_time_s,elapsed_time_s,distance_m,elevation_m,calories,training_load,intensity,avg_hr,max_hr,avg_power_w,np_w,source,load_method,strava_id
2017-03-22,Rulli 21,Ride,6300,6300,54250.0,0,0,101,,,,,,strava_backfill,durata,910280572
2017-04-01,Ronde van Vlaanderen,Ride,31979,35327,240341.0,2009.0,5366,510,,,,150,,strava_backfill,durata,925076229
2017-05-06,Giro Spaak-a-gambe! (ultimi 20 km al vento),Ride,9396,10330,82700.2,118.0,1844,150,,,,176,,strava_backfill,durata,973173423
2017-06-02,Sciogligamba pre-Asteria (Italy 1),Ride,8411,11234,55785.3,738.0,1297,134,,,,138,,strava_backfill,durata,1017426291
2017-06-03,"Coppa Asteria 2017 (Crazy climbs, crazy warmness).",Ride,19057,22581,99613.6,2063.0,2537,304,,,,119,,strava_backfill,durata,1019207779
2017-07-23,Birthday ride! (Ricognizione Coppa Coppi),Ride,6883,7514,36950.9,1016.0,1190,110,,,,155,,strava_backfill,durata,1097239396
2017-08-11,Passo della Presolana (Polpacci pelosi are back!),Ride,11520,14667,70696.7,1237.0,1742,184,,,,136,,strava_backfill,durata,1128213742
2017-08-16,Buca del Corno,Ride,10959,11921,70404.9,928.0,1674,175,,,,137,,strava_backfill,durata,1136743500
2017-08-23,Val Cava - Direttissima (bis al retrogusto di Coppa Coppi),Ride,17022,20887,109137.0,1760.0,2721,272,,,,143,,strava_backfill,durata,1147851857
2017-08-30,Cavlera!,Ride,6412,6798,28916.6,1076.0,1115,102,,,,156,,strava_backfill,durata,1159832387
2017-11-15,Spinning 1,Ride,4800,4800,40000.0,0,0,77,,,,,,strava_backfill,durata,1276571953
2017-11-23,Spinning 2,Ride,4800,4800,40000.0,0,0,77,,,,,,strava_backfill,durata,1287458894
2017-12-06,Spinning 3,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1304613236
2017-12-13,Spinning 4 + altri workouts,Ride,4500,4500,37500.0,0,0,72,,,,,,strava_backfill,durata,1312810637
2018-01-10,"Spinning 5 (New Year, Big Year!))",Ride,6000,6000,45000.0,100.0,0,96,,,,,,strava_backfill,durata,1350391628
2018-01-11,Spinning 6 (Inizia a farsi dura),Ride,5400,5400,45000.0,1.0,0,86,,,,,,strava_backfill,durata,1352103305
2018-01-17,Spinning 7,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1361250051
2018-01-18,Giro serale,Ride,6000,6000,50000.0,0,0,96,,,,,,strava_backfill,durata,1363598116
2018-01-18,Giro serale,Ride,6000,6000,50000.0,0,0,96,,,,,,strava_backfill,durata,1363598122
2018-01-23,Spinning 8,Ride,4800,4800,40000.0,50.0,0,77,,,,,,strava_backfill,durata,1371701074
2018-01-26,Spinning 9,Ride,6300,6300,50000.0,0,0,101,,,,,,strava_backfill,durata,1376403859
2018-01-31,Spinning 10,Ride,6000,6000,50000.0,0,0,96,,,,,,strava_backfill,durata,1384966732
2018-02-02,Spinning 11,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1388093134
2018-02-04,Buona la prima fredda uscita!,Ride,5400,5400,45000.0,50.0,0,86,,,,,,strava_backfill,durata,1391328705
2018-02-06,Spinning 12,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1395726372
2018-02-08,Spinning 12,Ride,6300,6300,45000.0,100.0,0,101,,,,,,strava_backfill,durata,1397848487
2018-02-14,Spinning 13,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1406827161
2018-02-21,Spinning 14,Ride,5400,5400,45000.0,0,0,86,,,,,,strava_backfill,durata,1419085871
2018-02-27,Spinning 15,Ride,6107,6107,47500.0,0,0,97,,,,,,strava_backfill,durata,1428624734
2018-03-01,Spinning 16,Ride,5340,5340,45000.0,0,0,85,,,,,,strava_backfill,durata,1431536390
2018-03-13,Spinning 17,Ride,5100,5100,42500.0,0,0,81,,,,,,strava_backfill,durata,1451092696
2018-03-15,Fuc*ing wind!,Ride,5931,6009,43647.3,83.9,786,95,,,,119,,strava_backfill,durata,1455498500
2018-03-17,Last missing part,Ride,2160,2160,15000.0,0,0,34,,,,,,strava_backfill,durata,1457073930
2018-03-24,Strava sul cellulare mi fa incazzare,Ride,10800,10800,87000.0,0,0,172,,,,,,strava_backfill,durata,1469186078
2018-04-09,Giro serale,Ride,5880,5880,48000.0,200.0,0,94,,,,,,strava_backfill,durata,1498891230
2019-12-07,Spinning / 1,VirtualRide,4156,4156,0,0,817,79,,145,173,,,strava_backfill,trimp_hr,2916644448
2020-03-20,Bike / 25.1 (...),Ride,3338,3338,0,0,610,65,,146,170,,,strava_backfill,trimp_hr,3200212737
2020-06-03,Evening Activity,Workout,487,487,0,0,12,1,,63,,,,strava_backfill,trimp_hr,3572767887
2020-06-13,Bike / 59 (The Crocedomini Supremacy),Ride,27671,31233,180814.6,3268.0,4483,442,,,,145,,strava_backfill,durata,3612101767
2020-12-27,Camminata spensierata,Hike,7373,7753,9536.1,741.0,944,57,,119,,,,strava_backfill,trimp_hr,4523860352
2020-12-27,Un'altra chiacchierata spensierata,Walk,6782,6846,12904.2,707.6,1245,34,,,,,,strava_backfill,durata,4525532786
2021-01-02,Skialp / 1 (The Donadoni in-Hospitality),BackcountrySki,10172,15200,10615.0,987.2,1787,51,,,,,,strava_backfill,durata,4554129079
2021-01-03,Skialp / 2 (Alis and Aviatico),BackcountrySki,5755,7708,7486.3,637.6,722,29,,,,,,strava_backfill,durata,4558961569
2021-01-04,Skialp / 3 (Vodala Silence),BackcountrySki,2480,2906,1884.6,405.9,439,13,,,,,,strava_backfill,durata,4567677441
2021-01-06,Skialp / 4 (Aviatico Repeat),BackcountrySki,6102,9020,8835.3,996.2,923,31,,,,,,strava_backfill,durata,4576453766
2021-03-14,Bike / X (Culminello friggi gambe),Ride,18479,19883,133646.8,2291.7,3862,295,,,,194,,strava_backfill,durata,4946224746
2021-03-17,Run / X (Garmin del babbo),Run,4052,4299,14260.2,326.6,1456,73,,,,,,strava_backfill,durata,4962594810
2021-03-21,Bike / 26 (Finito come un 🧦),Ride,17930,19584,125071.4,2307.0,3397,286,,,,170,,strava_backfill,durata,4985124576
2021-04-27,Bike / X (SFR in chiusura),Ride,4254,4322,23232.8,841.9,772,68,,,,191,,strava_backfill,durata,5203011563
2021-05-08,Bike / X (Cronoscalata Gazzaniga-Orezzo PP),Ride,841,841,4483.1,290.0,251,31,,177,,336,,strava_backfill,trimp_hr,5260390787
2021-05-28,Swim / X (Lovely ☀️),Swim,2502,3354,2200.0,0,523,42,,,,,,strava_backfill,durata,5372869264
2021-06-19,Swim / X (Back to back 🐌),Swim,2315,2844,2025.0,0,486,39,,,,,,strava_backfill,durata,5493766714
2021-06-29,Bici,Ride,8533,8706,30903.9,971.0,2037,125,,133,,102,,strava_backfill,trimp_hr,7619177652
2021-07-07,Run / X (Variazioni senza gambe),Run,2323,2323,9001.7,43.0,656,53,,161,,,,strava_backfill,trimp_hr,5590580583
2021-10-19,Run / X (How not to solve 🪨-hard legs),Run,3738,4090,13010.0,253.0,981,74,,154,,,,strava_backfill,trimp_hr,6136900550
2021-10-20,Bike / X (FTP stai lì),Ride,3300,3300,35094.3,0,746,53,,,,226,,strava_backfill,durata,6141725662
2021-10-21,"Bike / X (God, 510W)",Ride,1800,1800,19224.0,0,420,29,,,,234,,strava_backfill,durata,6146214421
2021-10-21,Run / X (Brickettino),Run,2554,2556,10007.5,25.0,718,53,,156,,,,strava_backfill,trimp_hr,6146477395
2021-10-22,Swim / X (Friday routine),Swim,2061,2521,2000.0,0,400,21,,134,,,,strava_backfill,trimp_hr,6149390767
2021-10-23,Run / X (Long Detox 🍸),Run,5008,5282,18023.9,359.0,1271,85,,146,,,,strava_backfill,trimp_hr,6154602362
2021-10-24,Bike / X (Finirsi nei primi 50 km),Ride,11518,13713,94797.3,1158.0,2432,223,,146,,196,,strava_backfill,trimp_hr,6159375055
2021-10-26,Bike / X (The Smartworking Comeback 😍),Ride,4386,4448,46200.1,227.0,1244,92,,150,,257,,strava_backfill,trimp_hr,6168627916
2021-10-27,Run / X (When you need to get out of the bed),Run,2421,2421,10014.0,25.0,732,65,,170,,,,strava_backfill,trimp_hr,6172321651
2021-10-27,Bike / X (Finito con la Pegeaut),Ride,3755,3832,25432.6,491.0,754,58,,135,,200,,strava_backfill,trimp_hr,6174655028
2021-10-28,Bike / X (Quando sei finito ma tuo fratello ti vuole tirare il PR sul Selvino),Ride,4425,4591,33943.4,799.0,980,86,,146,,228,,strava_backfill,trimp_hr,6178004789
2021-10-28,Bike / X (Easy comeback => 🇩🇰),Ride,2595,2686,23800.8,43.0,484,35,,129,,111,,strava_backfill,trimp_hr,6179229159
2021-10-29,"Run / X (Moscon Mule, Caldarroste e Cristania)",Run,4336,4948,17102.6,38.0,1252,106,,165,,,,strava_backfill,trimp_hr,6181722248
2021-10-31,"Run / X (Spooky, Starry Night Half Marathon)",Run,6302,6785,24543.8,55.0,1654,116,,150,,,,strava_backfill,trimp_hr,6190977575
2021-11-02,Bike / X (12 minutes more than Poggy),Ride,3855,3855,27249.4,745.0,973,81,,150,,223,,strava_backfill,trimp_hr,6201068051
2021-11-03,Run / X (4*500mt uphill),Run,3702,3981,13305.7,252.0,942,71,,152,,,,strava_backfill,trimp_hr,6207148310
2021-11-04,Run / X (Easy 10k),Run,2743,2844,10323.3,138.0,747,61,,160,,,,strava_backfill,trimp_hr,6210258298
2021-11-04,Bike / X (3*5*355W-1'),Ride,3722,3722,37728.3,0,754,59,,,,203,,strava_backfill,durata,6213178547
2021-11-05,Swim / X (How though is to go back!),Swim,2047,2542,2000.0,0,400,20,,133,,,,strava_backfill,trimp_hr,6214603772
2021-11-06,"Bike / X (Appenzeller Alpenbitter, San Lucio e Forcella)",Ride,11015,12322,77155.8,1889.0,2202,200,,143,,221,,strava_backfill,trimp_hr,6218619267
2021-11-07,Run / X (Pre-Slayer 📸),Run,4476,5709,7568.6,797.0,842,63,,136,,,,strava_backfill,trimp_hr,6223432375
2021-11-08,Bike / X (9*(306*2'+226*3')),Ride,3322,3322,36285.9,0,800,53,,,,241,,strava_backfill,durata,6230047267
2021-11-09,Run / X (The 5*(1.5-0.5) comeback),Run,2610,2617,11011.0,35.0,797,68,,168,,,,strava_backfill,trimp_hr,6233167376
2021-11-10,Run / X (Coming back on my feet),Run,5339,5421,20011.3,169.0,1457,108,,155,,,,strava_backfill,trimp_hr,6239415939
2021-11-11,Con Gleno e Liuk ✌️,Run,4970,5105,8031.5,665.0,792,54,,123,,,,strava_backfill,trimp_hr,6243550764
2021-11-12,Bike / X (Try that with a car!),Ride,2185,2185,23585.3,25.0,458,32,,133,,183,,strava_backfill,trimp_hr,6246074617
2021-11-12,Swim / X (Ora di libertà e pensieri sott'acqua),Swim,3651,3669,3200.0,0,640,46,,148,,,,strava_backfill,trimp_hr,6248188472
2021-11-13,Bike / X (Back to Watopia with the Zwift leaving me halfway through),VirtualRide,3744,3744,34267.5,361.0,745,60,,,,209,,strava_backfill,durata,6250325316
2021-11-13,"Run / X ( In necessitate, virtutem)",Run,2449,2715,9285.5,150.0,668,60,,165,,,,strava_backfill,trimp_hr,6250578669
2021-11-14,Run / X (Pioggia di foglie),Run,5282,5721,18491.0,671.0,1402,127,,164,,,,strava_backfill,trimp_hr,6257003958
2021-11-16,Run / X (6x1km of pain),Run,1823,2370,8017.7,30.0,542,35,,152,,,,strava_backfill,trimp_hr,6265066720
2021-11-17,"Bike / X (Buongiornissimo, Kaffe??1!1)",VirtualRide,3355,3355,31125.7,257.0,684,54,,,,214,,strava_backfill,durata,6268837394
2021-11-18,Run / X (Post CAE / Vicenza Touristic Randomness),Run,2924,3095,11867.4,34.0,818,59,,155,,,,strava_backfill,trimp_hr,6275613718
2021-11-19,"Run / X (Ville, Rotonde e Sfinteri in difficoltà)",Run,3187,3691,11059.9,207.0,820,61,,152,,,,strava_backfill,trimp_hr,6277629441
2021-11-20,Bike / X (I-so-le),Ride,13278,14113,118754.1,1098.0,2496,236,,142,,208,,strava_backfill,trimp_hr,6282479613
2021-11-21,Run / X (Brotherhood Madness 🥰🔥),Run,11108,12209,19505.9,1511.0,2001,158,,137,,,,strava_backfill,trimp_hr,6287161067
2021-11-23,"Bike / X (5*2*(2""@290-2""@255))",VirtualRide,3608,3608,36634.2,295.0,834,58,,,,242,,strava_backfill,durata,6296163593
2021-11-24,Run / X (8*IL_MEDIO_COSA_È?),Run,3755,3791,15377.7,45.0,1120,99,,169,,,,strava_backfill,trimp_hr,6302171969
2021-11-25,Bike / X (Chill and Varoufakis),VirtualRide,3004,3004,31929.7,0,676,48,,,,225,,strava_backfill,durata,6304102527
2021-11-26,Run / X (Digestivo),Run,3159,3425,10679.7,166.0,845,73,,162,,,,strava_backfill,trimp_hr,6308242717
2021-11-26,Swim / X (Emicrania pt.2),Swim,2175,2336,2000.0,0,400,25,,142,,,,strava_backfill,trimp_hr,6308964198
2021-11-27,Run / X (La compagnia dell'anello),Run,4913,5313,14752.0,513.0,1070,66,,134,,,,strava_backfill,trimp_hr,6312346131
2021-11-28,Skialp / 12 (La lotteria dei crociati),BackcountrySki,5605,6652,7483.9,666.0,825,41,,117,,,,strava_backfill,trimp_hr,6316297078
2021-11-28,Bike / X (Vuoi non far girare le gambe?),VirtualRide,3003,3003,31545.7,0,664,48,,,,221,,strava_backfill,durata,6319175698
2021-11-30,Run / X (Il fratello l'ha scampata...),Run,3463,4437,6556.5,667.0,789,60,,147,,,,strava_backfill,trimp_hr,6325282873
2021-12-01,Run / X (Half Marathon to Work),Run,5438,5457,21279.1,21.0,1531,131,,164,,,,strava_backfill,trimp_hr,6328693038
2021-12-01,"(We) Run / X (""Defaticamento"")",Run,2799,4904,9860.6,175.0,750,66,,163,,,,strava_backfill,trimp_hr,6331512807
2021-12-02,Bike / X (🇳🇱 memories),Ride,4079,4203,41026.6,250.0,571,69,,140,,116,,strava_backfill,trimp_hr,6333729813
2021-12-03,Afternoon Swim,Swim,3601,4185,3225.0,0,645,30,,121,,,,strava_backfill,trimp_hr,6338864437
2021-12-04,Run / X (521 a tutta),Run,5245,5850,11115.4,993.0,1231,104,,154,,,,strava_backfill,trimp_hr,6340917919
2021-12-05,Run / X (Perlustrationi mal calcolate),Run,8643,9448,17738.3,1027.0,1491,106,,129,,,,strava_backfill,trimp_hr,6345937551
2021-12-06,Bike / X (Scarico e tapering),VirtualRide,3616,3616,33347.0,0,550,58,,,,152,,strava_backfill,durata,6349357868
2021-12-08,Run / X (Misma Xmas Trail),Run,7481,7491,20028.9,1129.0,1863,170,,161,,,,strava_backfill,trimp_hr,6357894018
2021-12-09,Skialp / X (Lunch Break Poieto is back),BackcountrySki,3065,3905,4932.4,449.0,404,17,,109,,,,strava_backfill,trimp_hr,6362378641
2021-12-10,"Bike / X (Girar le gambe, girare i pensieri)",VirtualRide,3483,3483,36574.6,0,751,56,,,,216,,strava_backfill,durata,6367046855
2021-12-11,Run / X (Babà e Rione Sanità),Run,2671,3000,9672.2,126.0,670,48,,149,,,,strava_backfill,trimp_hr,6371113363
2021-12-12,Run / X (15 km al sole di Chiaia),Run,4117,4236,15127.7,60.0,1079,79,,152,,,,strava_backfill,trimp_hr,6373246510
2021-12-13,"Bike / X (Crocchè e 9*(2""@342W+3”@252W))",VirtualRide,3320,3320,37775.5,0,895,53,,,,270,,strava_backfill,durata,6379641114
2021-12-14,Run / X (Porridge e spicchi d'alba),Run,3968,4406,14069.5,274.0,1089,97,,165,,,,strava_backfill,trimp_hr,6381488798
2021-12-15,"Bike / X (Il buio, il silenzio, il Natale)",Ride,4028,4049,24723.2,477.0,792,60,,134,,173,,strava_backfill,trimp_hr,6387799592
2021-12-16,"Run / X (6*2""⬆️+1""⬇️)",Run,2650,2740,9345.3,299.0,756,72,,170,,,,strava_backfill,trimp_hr,6390510379
2021-12-17,"Bike / X (To work. Flat tire, resisting tire)",Ride,2509,2509,20919.6,33.0,550,39,,136,,75,,strava_backfill,trimp_hr,6393478322
2021-12-17,Lunch Swim,Swim,2110,2571,2050.0,0,410,23,,140,,,,strava_backfill,trimp_hr,6394221830
2021-12-18,Bike / X (Congelato a Rovato),Ride,7974,9626,72142.4,285.0,1263,145,,143,,106,,strava_backfill,trimp_hr,6397253953
2021-12-19,Bike / X (Scoprendo la MTB),Ride,5854,6451,17235.9,831.8,884,93,,,,79,,strava_backfill,durata,6401693778
2021-12-19,Bike / X (Spuntino di mezzanotte),VirtualRide,3242,3242,33515.7,0,687,52,,,,212,,strava_backfill,durata,6405094548
2021-12-20,Bike / X (The daylight replica),VirtualRide,3902,3902,40048.6,0,812,62,,,,208,,strava_backfill,durata,6407528659
2021-12-21,Bike / X (Dalla caverna anche oggi è tutto),VirtualRide,3606,3606,40014.3,0,907,58,,,,252,,strava_backfill,durata,6411558138
2021-12-22,Afternoon Swim,Swim,2081,2586,2000.0,0,400,21,,133,,,,strava_backfill,trimp_hr,6415565846
2021-12-23,Run / X (Fonduta di Zola e Amaretti),Run,3817,3896,13444.0,274.0,972,79,,156,,,,strava_backfill,trimp_hr,6417359089
2021-12-24,Ski / 1 (Sellaronda ski day con Luca),AlpineSki,7510,28064,73188.7,0,603,21,,87,,,,strava_backfill,trimp_hr,6422868307
2021-12-25,Hike / X (Natale coi cinghiali 🌲),Hike,5279,6207,8207.2,684.0,915,54,,128,,,,strava_backfill,trimp_hr,6424617255
2021-12-26,Bike / X (Braccia frullate),Ride,7548,8488,22250.0,1076.0,1302,106,,131,,136,,strava_backfill,trimp_hr,6428715613
2021-12-26,Run / X (Gambe frullate),Run,4077,4245,13281.5,330.0,1063,98,,164,,,,strava_backfill,trimp_hr,6429819718
2021-12-28,Run / X (2x4km coi panettoni 🦌),Run,2429,2671,10007.6,45.0,674,60,,165,,,,strava_backfill,trimp_hr,6437169114
2021-12-28,Evening Hike,Hike,7239,16994,9154.6,361.0,1002,45,,112,,,,strava_backfill,trimp_hr,6440840402
2021-12-29,Run / X (Val de Gru low BPM),Run,4736,5050,14835.0,498.0,1055,77,,144,,,,strava_backfill,trimp_hr,6441831623
2021-12-30,Bike / X (Morto-rone),Ride,20616,22570,152848.2,2187.0,3539,344,,139,,173,,strava_backfill,trimp_hr,6446793129
2021-12-31,Hike / X (Merelli's day 🥰),Hike,2818,16878,3484.6,376.0,496,20,,117,,,,strava_backfill,trimp_hr,6451272739
2022-01-01,"Run / 1 (5, 2, 1... Buon Anno!)",Run,5370,6903,11260.7,963.2,1159,83,,141,,,,strava_backfill,trimp_hr,6454854980
2022-01-02,Bike / 1 (Avaro di MTB),Ride,9181,12095,26857.4,1227.0,1576,135,,133,,126,,strava_backfill,trimp_hr,6460183766
2022-01-03,Run / 1 (Lunghetto),Run,4130,4287,14344.7,343.0,1075,90,,159,,,,strava_backfill,trimp_hr,6465631561
2022-01-04,Hike / X (Meglio di niente),Hike,4113,4218,6356.9,507.0,609,35,,122,,,,strava_backfill,trimp_hr,6471286148
2022-01-05,Afternoon Ride,VirtualRide,4735,4735,50375.3,0,1087,76,,,,230,,strava_backfill,durata,6476868712
2022-01-05,Run / 2 (Private Brick),Run,2508,2508,10012.0,32.0,719,68,,170,,,,strava_backfill,trimp_hr,6477113912
2022-01-06,Run / 3 (BFWCCCFC),Run,8258,8923,27774.7,402.0,2144,211,,167,,,,strava_backfill,trimp_hr,6480269090
2022-01-07,"Bike / X (Al caldo, Natale sul Nilo)",VirtualRide,6899,6899,72205.5,0,1485,110,,,,215,,strava_backfill,durata,6485185922
2022-01-08,Run / X (16km variati),Run,3984,4105,16013.6,75.0,992,64,,143,,,,strava_backfill,trimp_hr,6489462378
2022-01-09,Bike / X (Zig Zag di Pegeaut),Ride,8482,8894,54725.4,964.0,1303,114,,129,,149,,strava_backfill,trimp_hr,6495359519
2022-01-10,Run / X (Morning easy start),Run,2853,2976,10214.2,161.0,775,70,,165,,,,strava_backfill,trimp_hr,6500026249
2022-01-10,Bike / X (Random 45 minutes of sauna),VirtualRide,2704,2704,28734.7,0,620,43,,,,229,,strava_backfill,durata,6502437394
2022-01-11,Run / X (Where did I go?),Run,3471,3531,13561.7,57.0,949,76,,159,,,,strava_backfill,trimp_hr,6505941800
2022-01-12,Run / X (We 🏃‍♀️ al fresco),Run,2957,5063,10218.7,183.0,782,70,,163,,,,strava_backfill,trimp_hr,6513942172
2022-01-12,Afternoon Ride,VirtualRide,3600,3600,38572.4,0,825,57,,,,229,,strava_backfill,durata,6514496702
2022-01-13,Run / X (Speed 🚄),Run,1506,2026,7009.8,26.0,447,34,,160,,,,strava_backfill,trimp_hr,6516402291
2022-01-14,Lunch Ride,Ride,5207,5277,35248.0,825.0,690,73,,131,,107,,strava_backfill,trimp_hr,6521671189
2022-01-15,Bike / X (Como con rientro facilitato),Ride,8876,9293,79603.2,613.0,1081,112,,126,,97,,strava_backfill,trimp_hr,6526525785
2022-01-16,Run / X (Primo cross - Cellatica 2022),Run,2258,2258,9576.5,75.0,663,48,,158,,,,strava_backfill,trimp_hr,6532887731
2022-01-16,Pre+Defa,Run,1200,1200,3500.0,0,325,22,,,,,,strava_backfill,durata,6533665703
2022-01-17,Bike / X (Chill or 😴),Ride,4184,4343,24716.7,470.0,835,64,,135,,156,,strava_backfill,trimp_hr,6538920487
2022-01-18,Run / X (Lento difficoltoso),Run,3030,3034,10018.1,305.0,809,73,,164,,,,strava_backfill,trimp_hr,6542543180
2022-01-18,Bike / X (In discesa 🥰),Ride,2666,2666,23661.8,30.0,505,35,,128,,89,,strava_backfill,trimp_hr,6543836165
2022-01-19,"Run / X (2*1km, 1*2km, 1*1km)",Run,2862,3048,11005.4,64.0,780,55,,152,,,,strava_backfill,trimp_hr,6548064900
2022-01-20,Afternoon Swim,Swim,2641,2857,2325.0,0,465,26,,133,,,,strava_backfill,trimp_hr,6554432458
2022-01-21,Bike / X (Test del Ganda 😍),Ride,5005,5359,32752.5,813.0,1244,87,,141,,225,,strava_backfill,trimp_hr,6558269656
2022-01-22,Run / X (Lungo con Galaxy imprevista),Run,6096,6593,20403.8,640.0,1635,149,,165,,,,strava_backfill,trimp_hr,6562199731
2022-01-23,"Bike / X (Quando il freddo chiama, Tacx risponde)",VirtualRide,4920,4920,51167.7,0,1043,79,,,,212,,strava_backfill,durata,6567469575
2022-01-23,Bike / X (Da Mimmo a casa),Ride,3905,3980,25311.1,491.0,783,62,,137,,181,,strava_backfill,trimp_hr,6570810637
2022-01-24,Morning Ride,Ride,2434,2461,23609.8,31.0,571,43,,142,,118,,strava_backfill,trimp_hr,6572772438
2022-01-24,Run / X (Solo km nelle gambe),Run,3045,3119,10238.1,150.0,806,70,,162,,,,strava_backfill,trimp_hr,6575102826
